SampleID,SweepID,OriginalFullSweepID,Stage2RegionID,RunNumber,ET_s,SA_deg,FY_N,FZ_N,IA_deg,P_kPa,P_psi,V_kph,V_mph,FZ_State_N,Pressure_State_psi,IA_State_deg,Speed_State_mph,ConditionID,Routing,ModelName
33649,64,64,64,4,624.667,-9.734,1076.64,452.94,3.991,56.26,8.15982312490082,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33650,64,64,64,4,624.677,-9.774,1073.37,449.53,4.013,56.66,8.21783821999432,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33651,64,64,64,4,624.687,-9.819,1062.76,445.01,4.011,56.56,8.20333444622095,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33652,64,64,64,4,624.697,-9.866,1053.76,440.82,3.996,56.21,8.15257123801414,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33653,64,64,64,4,624.707,-9.902,1056.31,435.64,3.991,55.6,8.06409821799655,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33654,64,64,64,4,624.717,-9.951,1063.98,437.03,3.992,55.45,8.04234255733649,40.26,25.0164041994751,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33655,64,64,64,4,624.727,-9.971,1076.47,439.95,3.998,55.65,8.07135010488324,40.26,25.0164041994751,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33656,64,64,64,4,624.737,-10.009,1081.03,447.03,3.998,55.96,8.1163118035807,40.28,25.0288316233198,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33657,64,64,64,4,624.747,-10.082,1075.33,455.02,3.995,55.85,8.10035765242999,40.29,25.0350453352422,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33658,64,64,64,4,624.757,-10.1,1068.89,460.45,3.986,55.65,8.07135010488324,40.29,25.0350453352422,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33659,64,64,64,4,624.767,-10.128,1070.72,460.14,4.001,55.1,7.99157934912967,40.29,25.0350453352422,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33660,64,64,64,4,624.777,-10.16,1077.33,455.83,4.002,54.84,7.9538695373189,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33661,64,64,64,4,624.787,-10.231,1077.56,455.77,3.992,55.15,7.99883123601636,40.27,25.0226179113974,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33662,64,64,64,4,624.797,-10.252,1064.63,447.83,3.991,55.75,8.08585387865661,40.27,25.0226179113974,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33663,64,64,64,4,624.807,-10.293,1051.63,441.69,4.002,56.11,8.13806746424076,40.27,25.0226179113974,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33664,64,64,64,4,624.817,-10.338,1050.87,436.88,3.989,56.06,8.13081557735407,40.28,25.0288316233198,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33665,64,64,64,4,624.827,-10.386,1057.16,437.56,3.989,55.65,8.07135010488324,40.26,25.0164041994751,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33666,64,64,64,4,624.837,-10.416,1067.42,439.74,4.002,55.15,7.99883123601636,40.26,25.0164041994751,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33667,64,64,64,4,624.847,-10.442,1073.47,446.31,3.994,55.2,8.00608312290305,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33668,64,64,64,4,624.857,-10.482,1071.13,453.95,3.995,55.6,8.06409821799655,40.25,25.0101904875527,450,8,4,25,12,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33669,65,65,65,4,724.804,10.488,-2450.66,1117.41,-0,83.32,12.0845443079761,40.21,24.9853356398632,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33670,65,65,65,4,724.814,10.443,-2456.71,1102.67,-0.012,83.57,12.1208037424096,40.21,24.9853356398632,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33671,65,65,65,4,724.824,10.389,-2462.15,1090.38,-0.009,83.37,12.0917961948628,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33672,65,65,65,4,724.834,10.354,-2467.63,1078.9,-0.009,83.02,12.041032986656,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33673,65,65,65,4,724.844,10.315,-2473.82,1076.23,-0.013,82.61,11.9815675141852,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33674,65,65,65,4,724.854,10.26,-2477.38,1082.96,-0.01,82.86,12.0178269486186,40.23,24.9977630637079,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33675,65,65,65,4,724.864,10.254,-2471.31,1094.8,-0.006,83.47,12.1062999686362,40.24,25.0039767756303,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33676,65,65,65,4,724.874,10.175,-2458.4,1110.7,0.009,83.72,12.1425594030696,40.25,25.0101904875527,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33677,65,65,65,4,724.884,10.147,-2444.71,1122.38,0.016,83.52,12.1135518555229,40.23,24.9977630637079,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33678,65,65,65,4,724.894,10.137,-2434.31,1124.82,0.006,83.02,12.041032986656,40.2,24.9791219279408,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33679,65,65,65,4,724.904,10.068,-2436.92,1123.6,-0.009,82.66,11.9888194010718,40.19,24.9729082160184,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33680,65,65,65,4,724.914,10.058,-2447.97,1117.83,0.007,83.02,12.041032986656,40.19,24.9729082160184,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33681,65,65,65,4,724.924,10.001,-2455.36,1103.78,-0.006,83.52,12.1135518555229,40.18,24.9666945040961,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33682,65,65,65,4,724.934,9.954,-2462.88,1092.41,0.001,83.77,12.1498112899563,40.17,24.9604807921737,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33683,65,65,65,4,724.944,9.918,-2465.61,1081.34,0.007,83.52,12.1135518555229,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33684,65,65,65,4,724.954,9.881,-2469.71,1076.89,-0,83.02,12.041032986656,40.17,24.9604807921737,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33685,65,65,65,4,724.964,9.837,-2471.88,1079.48,0.001,82.66,11.9888194010718,40.15,24.948053368329,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33686,65,65,65,4,724.974,9.802,-2465.14,1091.42,0.009,82.91,12.0250788355053,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33687,65,65,65,4,724.984,9.77,-2452.01,1103.49,-0.015,83.42,12.0990480817495,40.13,24.9356259444842,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33688,65,65,65,4,724.994,9.722,-2439.7,1116.43,-0.013,83.57,12.1208037424096,40.13,24.9356259444842,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33689,65,65,65,4,725.004,9.7,-2430.88,1123.91,0.009,83.42,12.0990480817495,40.17,24.9604807921737,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33690,65,65,65,4,725.014,9.65,-2433.56,1124.06,0.001,82.97,12.0337810997693,40.17,24.9604807921737,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33691,65,65,65,4,725.024,9.628,-2443.08,1116.04,-0.007,82.46,11.9598118535251,40.22,24.9915493517856,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33692,65,65,65,4,725.034,9.555,-2447.84,1108.66,-0,82.76,12.0033231748452,40.22,24.9915493517856,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33693,65,65,65,4,725.044,9.539,-2445.68,1094.18,0.003,83.27,12.0772924210894,40.24,25.0039767756303,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33694,65,65,65,4,725.054,9.475,-2448.41,1084.27,0.004,83.57,12.1208037424096,40.26,25.0164041994751,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33695,65,65,65,4,725.064,9.448,-2449.1,1076.81,0.007,83.37,12.0917961948628,40.25,25.0101904875527,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33696,65,65,65,4,725.074,9.387,-2454.6,1078.13,-0.006,82.97,12.0337810997693,40.25,25.0101904875527,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33697,65,65,65,4,725.084,9.355,-2455.51,1086.63,0.012,82.76,12.0033231748452,40.28,25.0288316233198,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33698,65,65,65,4,725.094,9.312,-2447.9,1100.98,-0.007,83.32,12.0845443079761,40.28,25.0288316233198,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33699,65,65,65,4,725.104,9.286,-2441.77,1113.27,-0.012,83.83,12.1585135542203,40.27,25.0226179113974,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33700,65,65,65,4,725.114,9.258,-2433.54,1119.93,-0.009,83.98,12.1802692148804,40.28,25.0288316233198,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33701,65,65,65,4,725.124,9.2,-2434.22,1125.18,-0.007,83.72,12.1425594030696,40.27,25.0226179113974,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33702,65,65,65,4,725.134,9.151,-2443.11,1118.84,-0.012,83.17,12.0627886473161,40.28,25.0288316233198,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33703,65,65,65,4,725.144,9.13,-2447.83,1110.96,-0.007,83.27,12.0772924210894,40.29,25.0350453352422,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33704,65,65,65,4,725.154,9.093,-2452.61,1102.2,0.003,83.67,12.1353075161829,40.29,25.0350453352422,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33705,65,65,65,4,725.164,9.04,-2455.26,1087.8,-0.003,84.08,12.1947729886538,40.31,25.0474727590869,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33706,65,65,65,4,725.174,9.011,-2458.65,1079.65,-0.013,84.18,12.2092767624271,40.3,25.0412590471646,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33707,65,65,65,4,725.184,8.958,-2460.05,1076.46,-0.015,83.57,12.1208037424096,40.29,25.0350453352422,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33708,65,65,65,4,725.194,8.923,-2461.04,1083.68,0.016,83.12,12.0555367604294,40.29,25.0350453352422,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33709,65,65,65,4,725.204,8.89,-2454.76,1098.74,-0.01,83.07,12.0482848735427,40.27,25.0226179113974,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33710,65,65,65,4,725.214,8.855,-2445.98,1110.08,0.003,83.47,12.1062999686362,40.26,25.0164041994751,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33711,65,65,65,4,725.224,8.792,-2437.1,1121.84,0.01,83.88,12.165765441107,40.26,25.0164041994751,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33712,65,65,65,4,725.234,8.767,-2433.68,1126.73,0.017,83.88,12.165765441107,40.25,25.0101904875527,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33713,65,65,65,4,725.244,8.726,-2439.85,1123.25,0.015,83.42,12.0990480817495,40.27,25.0226179113974,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33714,65,65,65,4,725.254,8.689,-2446.44,1116.96,-0.02,83.07,12.0482848735427,40.26,25.0164041994751,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33715,65,65,65,4,725.264,8.635,-2446.54,1107.47,0.013,83.12,12.0555367604294,40.25,25.0101904875527,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33716,65,65,65,4,725.274,8.606,-2445,1093.51,-0,83.67,12.1353075161829,40.25,25.0101904875527,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33717,65,65,65,4,725.284,8.565,-2440.05,1084.29,-0.013,84.08,12.1947729886538,40.23,24.9977630637079,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33718,65,65,65,4,725.294,8.523,-2437.35,1082.47,-0.004,83.93,12.1730173279937,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33719,65,65,65,4,725.304,8.489,-2437.54,1085.41,0.01,83.42,12.0990480817495,40.2,24.9791219279408,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33720,65,65,65,4,725.314,8.433,-2434.14,1098.63,0.003,82.86,12.0178269486186,40.18,24.9666945040961,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33721,65,65,65,4,725.324,8.401,-2426.58,1109.85,-0.009,82.86,12.0178269486186,40.16,24.9542670802513,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33722,65,65,65,4,725.334,8.381,-2420.55,1122.61,0.009,83.27,12.0772924210894,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33723,65,65,65,4,725.344,8.341,-2417.11,1127.74,0.007,83.83,12.1585135542203,40.13,24.9356259444842,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33724,65,65,65,4,725.354,8.303,-2419.77,1127.85,-0.002,83.83,12.1585135542203,40.12,24.9294122325618,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33725,65,65,65,4,725.364,8.255,-2426.72,1121.4,0.017,83.52,12.1135518555229,40.13,24.9356259444842,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33726,65,65,65,4,725.374,8.22,-2430.64,1111.76,-0.003,82.86,12.0178269486186,40.15,24.948053368329,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33727,65,65,65,4,725.384,8.172,-2431.94,1099.14,-0.002,82.97,12.0337810997693,40.14,24.9418396564066,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33728,65,65,65,4,725.394,8.131,-2431.8,1088.51,-0.013,83.32,12.0845443079761,40.16,24.9542670802513,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33729,65,65,65,4,725.404,8.085,-2431.06,1080.76,-0.023,83.88,12.165765441107,40.15,24.948053368329,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33730,65,65,65,4,725.414,8.052,-2430.61,1087.07,0.004,83.72,12.1425594030696,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33731,65,65,65,4,725.424,8.009,-2424.51,1097.47,0.004,83.32,12.0845443079761,40.2,24.9791219279408,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33732,65,65,65,4,725.434,7.979,-2416.96,1108.78,-0.007,82.76,12.0033231748452,40.19,24.9729082160184,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33733,65,65,65,4,725.444,7.944,-2410.05,1122.22,-0.023,82.81,12.0105750617319,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33734,65,65,65,4,725.454,7.882,-2409.52,1127.59,-0.004,83.22,12.0700405342027,40.2,24.9791219279408,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33735,65,65,65,4,725.464,7.841,-2415.66,1126.41,-0.016,83.62,12.1280556292962,40.21,24.9853356398632,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33736,65,65,65,4,725.474,7.815,-2420.43,1126.87,-0.009,83.62,12.1280556292962,40.21,24.9853356398632,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33737,65,65,65,4,725.484,7.777,-2424.53,1114.74,-0.002,83.12,12.0555367604294,40.23,24.9977630637079,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33738,65,65,65,4,725.494,7.736,-2422.34,1106.06,-0.002,82.66,11.9888194010718,40.24,25.0039767756303,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33739,65,65,65,4,725.504,7.699,-2419.45,1094.91,-0.013,82.51,11.9670637404118,40.25,25.0101904875527,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33740,65,65,65,4,725.514,7.638,-2413.97,1090.18,-0.003,82.91,12.0250788355053,40.26,25.0164041994751,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33741,65,65,65,4,725.524,7.6,-2409.89,1089.36,-0.003,83.47,12.1062999686362,40.26,25.0164041994751,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33742,65,65,65,4,725.534,7.562,-2405.89,1098.01,0.004,83.52,12.1135518555229,40.25,25.0101904875527,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33743,65,65,65,4,725.544,7.515,-2400.35,1112.38,-0.013,82.97,12.0337810997693,40.26,25.0164041994751,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33744,65,65,65,4,725.554,7.484,-2399.24,1123.37,0.009,82.56,11.9743156272985,40.28,25.0288316233198,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33745,65,65,65,4,725.564,7.443,-2397.13,1130.5,-0.007,82.51,11.9670637404118,40.28,25.0288316233198,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33746,65,65,65,4,725.574,7.411,-2397.95,1136.25,0.017,82.86,12.0178269486186,40.28,25.0288316233198,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33747,65,65,65,4,725.584,7.357,-2401.2,1130.93,-0.009,83.37,12.0917961948628,40.3,25.0412590471646,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33748,65,65,65,4,725.594,7.313,-2403.2,1121.67,-0.004,83.27,12.0772924210894,40.31,25.0474727590869,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33749,65,65,65,4,725.604,7.281,-2399.65,1110.89,-0,82.97,12.0337810997693,40.31,25.0474727590869,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33750,65,65,65,4,725.614,7.243,-2395.37,1096.89,-0.012,82.36,11.9453080797517,40.33,25.0599001829317,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33751,65,65,65,4,725.624,7.198,-2387.04,1091.39,-0.01,82.36,11.9453080797517,40.32,25.0536864710093,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33752,65,65,65,4,725.634,7.166,-2381.64,1091.89,0.001,82.81,12.0105750617319,40.34,25.0661138948541,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33753,65,65,65,4,725.644,7.126,-2379.71,1099.18,0.009,83.27,12.0772924210894,40.36,25.0785413186988,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33754,65,65,65,4,725.654,7.097,-2380.56,1112.83,0.015,83.27,12.0772924210894,40.34,25.0661138948541,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33755,65,65,65,4,725.664,7.052,-2379.22,1124.87,0.006,82.91,12.0250788355053,40.33,25.0599001829317,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33756,65,65,65,4,725.674,7.006,-2379.99,1131.64,0.003,82.41,11.9525599666384,40.32,25.0536864710093,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33757,65,65,65,4,725.684,6.976,-2378.62,1137.01,0.004,82.31,11.938056192865,40.32,25.0536864710093,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33758,65,65,65,4,725.694,6.932,-2378.56,1135.13,0.001,82.76,12.0033231748452,40.28,25.0288316233198,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33759,65,65,65,4,725.704,6.894,-2375.03,1128.12,0.007,83.22,12.0700405342027,40.26,25.0164041994751,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33760,65,65,65,4,725.714,6.841,-2367.21,1113.88,-0.01,83.27,12.0772924210894,40.24,25.0039767756303,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33761,65,65,65,4,725.724,6.816,-2358.83,1104.34,-0.01,82.91,12.0250788355053,40.24,25.0039767756303,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33762,65,65,65,4,725.734,6.769,-2350.7,1095.71,0.019,82.56,11.9743156272985,40.21,24.9853356398632,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33763,65,65,65,4,725.744,6.73,-2340.22,1092.6,-0.004,82.76,12.0033231748452,40.2,24.9791219279408,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33764,65,65,65,4,725.754,6.679,-2336.82,1100.03,-0.01,83.27,12.0772924210894,40.19,24.9729082160184,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33765,65,65,65,4,725.764,6.66,-2335.71,1110.84,0.015,83.72,12.1425594030696,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33766,65,65,65,4,725.774,6.619,-2336.36,1121.09,-0.015,83.57,12.1208037424096,40.12,24.9294122325618,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33767,65,65,65,4,725.784,6.562,-2334.4,1133.53,-0.006,83.07,12.0482848735427,40.12,24.9294122325618,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33768,65,65,65,4,725.794,6.516,-2330.33,1135.29,-0,82.86,12.0178269486186,40.12,24.9294122325618,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33769,65,65,65,4,725.804,6.487,-2324.76,1135.14,0.001,83.17,12.0627886473161,40.12,24.9294122325618,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33770,65,65,65,4,725.814,6.462,-2320.55,1128.89,0.004,83.67,12.1353075161829,40.12,24.9294122325618,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33771,65,65,65,4,725.824,6.418,-2312.87,1120.1,0.009,83.98,12.1802692148804,40.13,24.9356259444842,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33772,65,65,65,4,725.834,6.354,-2303.1,1107.1,0.006,83.62,12.1280556292962,40.14,24.9418396564066,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33773,65,65,65,4,725.844,6.326,-2292.58,1101.32,-0.013,83.12,12.0555367604294,40.16,24.9542670802513,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33774,65,65,65,4,725.854,6.287,-2283.73,1097.47,0.004,82.86,12.0178269486186,40.17,24.9604807921737,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33775,65,65,65,4,725.864,6.263,-2278.21,1101.3,-0.009,83.12,12.0555367604294,40.15,24.948053368329,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33776,65,65,65,4,725.874,6.208,-2276.26,1111.33,-0.009,83.52,12.1135518555229,40.17,24.9604807921737,1100,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33777,65,65,65,4,725.884,6.17,-2275.05,1123.69,0.003,83.83,12.1585135542203,40.16,24.9542670802513,1100,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33778,65,65,65,4,725.894,6.139,-2274.47,1133.05,0.003,83.62,12.1280556292962,40.18,24.9666945040961,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33779,65,65,65,4,725.904,6.108,-2271.01,1137.67,-0.006,83.07,12.0482848735427,40.16,24.9542670802513,1150,12,-0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
33780,65,65,65,4,725.914,6.05,-2266.27,1138.7,0.019,82.97,12.0337810997693,40.19,24.9729082160184,1150,12,0,25,35,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
