SweepID,RunNumber,FileName,ET_s,SA_deg,FY_N,FZ_Raw_N,FZ_Load_N,IA_deg,P_kPa,V_kph,SL,SweepType,StructuralLegID,Stage2RegionID,LegType,FullSweepID,StructuralRole,Direction,QCPass,ModelRouting,SweepFZ_Mean_N,SweepFZ_Median_N,SweepPressure_Mean_psi,SweepIA_Mean_deg,SweepSpeed_Mean_mph
1,2,B1965run2.mat,282.41,8.469,-2572.84,-1107.91,1107.91,-0,82.46,40.23,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.42,8.439,-2561.15,-1101.52,1101.52,0.007,83.02,40.23,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.43,8.395,-2548.68,-1100.2,1100.2,-0.003,83.42,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.44,8.376,-2537.62,-1097.31,1097.31,-0.012,83.52,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.45,8.325,-2536.98,-1101.35,1101.35,-0.015,83.02,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.46,8.278,-2544.68,-1110.6,1110.6,-0.009,82.46,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.47,8.25,-2554.46,-1119.52,1119.52,0.003,82.46,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.48,8.206,-2560.64,-1122.49,1122.49,-0.006,82.97,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.49,8.187,-2560.64,-1120.2,1120.2,-0,83.32,40.23,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.5,8.123,-2555.04,-1115.92,1115.92,0.003,83.42,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
